,filename,year,month,day,hour,minute,lng,lat,alt,camera,width,height,frames,fps,time,mean_brightness,class,datetime
13217,M20251015_201210_MasLaRoca_S,2025,12,15,20,12,2.19,41.56,570.0,S,720.0,576.0,73.0,25.0,0.52,138.66666666666666,,2025-12-15 20:12:00
13218,M20251015_185601_MasLaRoca_S,2025,56,15,18,56,2.19,41.56,570.0,S,720.0,576.0,67.0,25.0,0.28,104.87179487179488,,
13219,M20251015_235520_MasLaRoca_S,2025,55,15,23,55,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,51.0,,
13220,M20251015_182732_MasLaRoca_S,2025,27,15,18,27,2.19,41.56,570.0,S,720.0,576.0,87.0,25.0,1.08,156.87962962962962,,
13221,M20251015_190058_MasLaRoca_S,2025,0,15,19,0,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,52.0,,
13222,M20251015_183100_MasLaRoca_S,2025,31,15,18,31,2.19,41.56,570.0,S,720.0,576.0,70.0,25.0,0.32,138.33333333333334,,
13223,M20251015_190129_MasLaRoca_S,2025,1,15,19,1,2.19,41.56,570.0,S,720.0,576.0,74.0,25.0,0.44,86.64,,2025-01-15 19:01:00
13224,M20251015_171453_MasLaRoca_S,2025,14,15,17,14,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,18.0,,
13225,M20251015_190210_MasLaRoca_S,2025,2,15,19,2,2.19,41.56,570.0,S,720.0,576.0,73.0,25.0,0.48,62.67857142857143,,2025-02-15 19:02:00
13226,M20251015_171941_MasLaRoca_S,2025,19,15,17,19,2.19,41.56,570.0,S,720.0,576.0,77.0,25.0,0.56,53.95652173913044,,
13227,M20251015_190542_MasLaRoca_S,2025,5,15,19,5,2.19,41.56,570.0,S,720.0,576.0,75.0,25.0,0.6,66.41509433962264,,2025-05-15 19:05:00
13228,M20251015_172119_MasLaRoca_S,2025,21,15,17,21,2.19,41.56,570.0,S,720.0,576.0,66.0,25.0,0.24,129.025,,
13229,M20251015_190605_MasLaRoca_S,2025,6,15,19,6,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,80.0,,2025-06-15 19:06:00
13230,M20251015_172145_MasLaRoca_S,2025,21,15,17,21,2.19,41.56,570.0,S,720.0,576.0,76.0,25.0,0.64,117.35593220338984,,
13231,M20251015_172202_MasLaRoca_S,2025,22,15,17,22,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.16,17.333333333333332,,
13232,M20251015_172303_MasLaRoca_S,2025,23,15,17,23,2.19,41.56,570.0,S,720.0,576.0,80.0,25.0,0.76,44.16666666666666,,
13233,M20251015_191242_MasLaRoca_S,2025,12,15,19,12,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.28,117.01162790697674,,2025-12-15 19:12:00
13234,M20251015_173832_MasLaRoca_S,2025,38,15,17,38,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.36,169.83076923076922,,
13235,M20251015_174256_MasLaRoca_S,2025,42,15,17,42,2.19,41.56,570.0,S,720.0,576.0,72.0,25.0,0.08,179.5,,
13236,M20251015_174314_MasLaRoca_S,2025,43,15,17,43,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.36,50.53,,
13237,M20251015_174549_MasLaRoca_S,2025,45,15,17,45,2.19,41.56,570.0,S,720.0,576.0,67.0,25.0,0.28,134.43478260869566,,
13238,M20251015_180712_MasLaRoca_S,2025,7,15,18,7,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,43.92307692307692,,2025-07-15 18:07:00
13239,M20251015_184900_MasLaRoca_S,2025,49,15,18,49,2.19,41.56,570.0,S,720.0,576.0,78.0,25.0,0.72,92.36936936936937,,
13240,M20251015_181620_MasLaRoca_S,2025,16,15,18,16,2.19,41.56,570.0,S,720.0,576.0,77.0,25.0,0.68,140.86528497409327,,
13241,M20251015_203723_MasLaRoca_S,2025,37,15,20,37,2.19,41.56,570.0,S,720.0,576.0,71.0,25.0,0.44,52.333333333333336,,
13242,M20251015_185250_MasLaRoca_S,2025,52,15,18,52,2.19,41.56,570.0,S,720.0,576.0,71.0,25.0,0.44,75.52380952380952,,
13243,M20251015_185312_MasLaRoca_S,2025,53,15,18,53,2.19,41.56,570.0,S,720.0,576.0,77.0,25.0,0.64,111.58928571428572,,
13244,M20251016_000135_MasLaRoca_S,2025,1,16,0,1,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,141.0,,2025-01-16 00:01:00
13245,M20251020_190101_MasLaRoca_S,2025,1,20,19,1,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,45.0,,2025-01-20 19:01:00
13246,M20251020_221619_MasLaRoca_S,2025,16,20,22,16,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,66.0,,
13247,M20251020_223147_MasLaRoca_S,2025,31,20,22,31,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,92.5,,
13248,M20251020_230356_MasLaRoca_S,2025,3,20,23,3,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,58.5,,2025-03-20 23:03:00
13249,M20251021_000009_MasLaRoca_S,2025,0,21,0,0,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,39.5,,
13250,M20251021_000440_MasLaRoca_S,2025,4,21,0,4,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,150.5,,2025-04-21 00:04:00
13251,M20251021_005949_MasLaRoca_S,2025,59,21,0,59,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,87.0,,
13252,M20251021_014138_MasLaRoca_S,2025,41,21,1,41,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,155.5,,
13253,M20251021_041156_MasLaRoca_S,2025,11,21,4,11,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,68.25,,2025-11-21 04:11:00
13254,M20251021_043018_MasLaRoca_S,2025,30,21,4,30,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,40.0,,
13255,M20251020_210106_MasLaRoca_S,2025,1,20,21,1,2.19,41.56,570.0,S,720.0,576.0,68.0,25.0,0.28,71.25,,2025-01-20 21:01:00
13256,M20251020_211952_MasLaRoca_S,2025,19,20,21,19,2.19,41.56,570.0,S,720.0,576.0,77.0,25.0,0.64,211.97297297297297,,
13257,M20251020_231755_MasLaRoca_S,2025,17,20,23,17,2.19,41.56,570.0,S,720.0,576.0,125.0,25.0,2.56,80.66666666666667,,
13258,M20251020_234535_MasLaRoca_S,2025,45,20,23,45,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,48.0,,
13259,M20251021_032222_MasLaRoca_S,2025,22,21,3,22,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,92.0,,
13260,M20251021_035217_MasLaRoca_S,2025,52,21,3,52,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,68.75,,
13261,M20251021_035740_MasLaRoca_S,2025,57,21,3,57,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,126.0,,
13262,M20251021_042527_MasLaRoca_S,2025,25,21,4,25,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,139.0,,
13263,M20251020_173625_MasLaRoca_S,2025,36,20,17,36,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,24.0,,
13264,M20251020_182711_MasLaRoca_S,2025,27,20,18,27,2.19,41.56,570.0,S,720.0,576.0,103.0,25.0,1.68,74.55555555555556,,
13265,M20251020_204706_MasLaRoca_S,2025,47,20,20,47,2.19,41.56,570.0,S,720.0,576.0,132.0,25.0,2.88,115.7,,
13266,M20251020_214329_MasLaRoca_S,2025,43,20,21,43,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,96.0,,
13267,M20251020_223546_MasLaRoca_S,2025,35,20,22,35,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,164.33333333333334,,
13268,M20251020_230757_MasLaRoca_S,2025,7,20,23,7,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,38.66666666666666,,2025-07-20 23:07:00
13269,M20251020_235152_MasLaRoca_S,2025,51,20,23,51,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,61.0,,
13270,M20251021_005910_MasLaRoca_S,2025,59,21,0,59,2.19,41.56,570.0,S,720.0,576.0,103.0,25.0,1.68,79.66666666666667,,
13271,M20251021_034855_MasLaRoca_S,2025,48,21,3,48,2.19,41.56,570.0,S,720.0,576.0,76.0,25.0,0.6,96.3125,,
13272,M20251021_043518_MasLaRoca_S,2025,35,21,4,35,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,143.55555555555554,,
13273,M20251020_193246_MasLaRoca_S,2025,32,20,19,32,2.19,41.56,570.0,S,720.0,576.0,67.0,25.0,0.24,52.266666666666666,,
13274,M20251020_223654_MasLaRoca_S,2025,36,20,22,36,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,70.0,,
13275,M20251020_225346_MasLaRoca_S,2025,53,20,22,53,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,83.0,,
13276,M20251021_005357_MasLaRoca_S,2025,53,21,0,53,2.19,41.56,570.0,S,720.0,576.0,66.0,25.0,0.2,73.66666666666667,,
13277,M20251021_005459_MasLaRoca_S,2025,54,21,0,54,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,37.5,,
13278,M20251021_030621_MasLaRoca_S,2025,6,21,3,6,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,79.4,,2025-06-21 03:06:00
13279,M20251021_041202_MasLaRoca_S,2025,12,21,4,12,2.19,41.56,570.0,S,720.0,576.0,115.0,25.0,2.16,51.375,,2025-12-21 04:12:00
13280,M20251021_042757_MasLaRoca_S,2025,27,21,4,27,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,55.5,,
13281,M20251020_215509_MasLaRoca_S,2025,55,20,21,55,2.19,41.56,570.0,S,720.0,576.0,580.0,25.0,20.8,175.1904761904762,,
13282,M20251020_235839_MasLaRoca_S,2025,58,20,23,58,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,69.2,,
13283,M20251021_041219_MasLaRoca_S,2025,12,21,4,12,2.19,41.56,570.0,S,720.0,576.0,74.0,25.0,0.52,105.0,,2025-12-21 04:12:00
13284,M20251021_041846_MasLaRoca_S,2025,18,21,4,18,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,53.5,,
13285,M20251021_042908_MasLaRoca_S,2025,29,21,4,29,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,39.0,,
13286,M20251020_221655_MasLaRoca_S,2025,16,20,22,16,2.19,41.56,570.0,S,720.0,576.0,127.0,25.0,2.64,88.16666666666667,,
13287,M20251021_011346_MasLaRoca_S,2025,13,21,1,13,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,106.5,,
13288,M20251021_040028_MasLaRoca_S,2025,0,21,4,0,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,66.0,,
13289,M20251020_195055_MasLaRoca_S,2025,50,20,19,50,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,64.5,,
13290,M20251020_211355_MasLaRoca_S,2025,13,20,21,13,2.19,41.56,570.0,S,720.0,576.0,79.0,25.0,0.72,61.75,,
13291,M20251020_224548_MasLaRoca_S,2025,45,20,22,45,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,37.5,,
13292,M20251020_225337_MasLaRoca_S,2025,53,20,22,53,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,119.66666666666669,,
13293,M20251021_003212_MasLaRoca_S,2025,32,21,0,32,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,72.0,,
13294,M20251021_005229_MasLaRoca_S,2025,52,21,0,52,2.19,41.56,570.0,S,720.0,576.0,112.0,25.0,2.04,85.96153846153847,,
13295,M20251021_010939_MasLaRoca_S,2025,9,21,1,9,2.19,41.56,570.0,S,720.0,576.0,86.0,25.0,1.0,42.888888888888886,,2025-09-21 01:09:00
13296,M20251021_031113_MasLaRoca_S,2025,11,21,3,11,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,36.5,,2025-11-21 03:11:00
13297,M20251020_173952_MasLaRoca_S,2025,39,20,17,39,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,23.8,,
13298,M20251020_185608_MasLaRoca_S,2025,56,20,18,56,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,85.0,,
13299,M20251020_190015_MasLaRoca_S,2025,0,20,19,0,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,64.5,,
13300,M20251020_221859_MasLaRoca_S,2025,18,20,22,18,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,92.5,,
13301,M20251021_005430_MasLaRoca_S,2025,54,21,0,54,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,60.5,,
13302,M20251021_044552_MasLaRoca_S,2025,45,21,4,45,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,47.66666666666666,,
13303,M20251019_171015_MasLaRoca_S,2025,10,19,17,10,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,14.666666666666666,,2025-10-19 17:10:00
13304,M20251019_201555_MasLaRoca_S,2025,15,19,20,15,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,54.0,,
13305,M20251020_015450_MasLaRoca_S,2025,54,20,1,54,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,152.0,,
13306,M20251020_042128_MasLaRoca_S,2025,21,20,4,21,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,140.5,,
13307,M20251019_231354_MasLaRoca_S,2025,13,19,23,13,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,64.5,,
13308,M20251020_000929_MasLaRoca_S,2025,9,20,0,9,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,117.5,,2025-09-20 00:09:00
13309,M20251020_001207_MasLaRoca_S,2025,12,20,0,12,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,112.5,,2025-12-20 00:12:00
13310,M20251020_005450_MasLaRoca_S,2025,54,20,0,54,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,86.5,,
13311,M20251019_215831_MasLaRoca_S,2025,58,19,21,58,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,120.5,,
13312,M20251020_015307_MasLaRoca_S,2025,53,20,1,53,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,114.0,,
13313,M20251020_022112_MasLaRoca_S,2025,21,20,2,21,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,104.5,,
13314,M20251020_023803_MasLaRoca_S,2025,38,20,2,38,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,79.25,,
13315,M20251019_195220_MasLaRoca_S,2025,52,19,19,52,2.19,41.56,570.0,S,720.0,576.0,79.0,25.0,0.72,59.0,,
13316,M20251019_211519_MasLaRoca_S,2025,15,19,21,15,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,101.0,,
13317,M20251020_020859_MasLaRoca_S,2025,8,20,2,8,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,146.33333333333334,,2025-08-20 02:08:00
13318,M20251019_210951_MasLaRoca_S,2025,9,19,21,9,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,157.0,,2025-09-19 21:09:00
13319,M20251020_025514_MasLaRoca_S,2025,55,20,2,55,2.19,41.56,570.0,S,720.0,576.0,76.0,25.0,0.6,74.6875,,
13320,M20251020_025743_MasLaRoca_S,2025,57,20,2,57,2.19,41.56,570.0,S,720.0,576.0,66.0,25.0,0.2,57.5,,
13321,M20251020_034106_MasLaRoca_S,2025,41,20,3,41,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,63.66666666666666,,
13322,M20251019_182508_MasLaRoca_S,2025,25,19,18,25,2.19,41.56,570.0,S,720.0,576.0,70.0,25.0,0.4,66.15,,
13323,M20251019_201329_MasLaRoca_S,2025,13,19,20,13,2.19,41.56,570.0,S,720.0,576.0,101.0,25.0,1.6,109.33333333333331,,
13324,M20251020_032841_MasLaRoca_S,2025,28,20,3,28,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,74.5,,
13325,M20251018_180835_MasLaRoca_S,2025,8,18,18,8,2.19,41.56,570.0,S,720.0,576.0,726.0,25.0,25.4,85.1,,2025-08-18 18:08:00
13326,M20251018_203815_MasLaRoca_S,2025,38,18,20,38,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,139.5,,
13327,M20251018_213656_MasLaRoca_S,2025,36,18,21,36,2.19,41.56,570.0,S,720.0,576.0,89.0,25.0,1.12,96.42857142857144,,
13328,M20251018_233005_MasLaRoca_S,2025,30,18,23,30,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,47.66666666666666,,
13329,M20251019_014325_MasLaRoca_S,2025,43,19,1,43,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,152.5,,
13330,M20251019_014416_MasLaRoca_S,2025,44,19,1,44,2.19,41.56,570.0,S,720.0,576.0,68.0,25.0,0.28,131.75,,
13331,M20251019_015506_MasLaRoca_S,2025,55,19,1,55,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,39.5,,
13332,M20251019_032656_MasLaRoca_S,2025,26,19,3,26,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,107.0,,
13333,M20251019_051137_MasLaRoca_S,2025,11,19,5,11,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,42.0,,2025-11-19 05:11:00
13334,M20251019_051332_MasLaRoca_S,2025,13,19,5,13,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,167.5,,
13335,M20251019_055429_MasLaRoca_S,2025,54,19,5,54,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,20.666666666666668,,
13336,M20251018_213002_MasLaRoca_S,2025,30,18,21,30,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,121.66666666666669,,
13337,M20251018_224937_MasLaRoca_S,2025,49,18,22,49,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,129.66666666666666,,
13338,M20251019_015903_MasLaRoca_S,2025,59,19,1,59,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,52.75,,
13339,M20251019_020330_MasLaRoca_S,2025,3,19,2,3,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,37.5,,2025-03-19 02:03:00
13340,M20251018_170857_MasLaRoca_S,2025,8,18,17,8,2.19,41.56,570.0,S,720.0,576.0,80.0,25.0,0.32,16.523809523809526,,2025-08-18 17:08:00
13341,M20251018_182541_MasLaRoca_S,2025,25,18,18,25,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,78.5,,
13342,M20251018_190651_MasLaRoca_S,2025,6,18,19,6,2.19,41.56,570.0,S,720.0,576.0,147.0,25.0,2.92,104.3125,,2025-06-18 19:06:00
13343,M20251018_205924_MasLaRoca_S,2025,59,18,20,59,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,125.55555555555556,,
13344,M20251018_211804_MasLaRoca_S,2025,18,18,21,18,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,106.5,,
13345,M20251018_230225_MasLaRoca_S,2025,2,18,23,2,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,73.5,,2025-02-18 23:02:00
13346,M20251019_020920_MasLaRoca_S,2025,9,19,2,9,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,40.5,,2025-09-19 02:09:00
13347,M20251019_025053_MasLaRoca_S,2025,50,19,2,50,2.19,41.56,570.0,S,720.0,576.0,94.0,25.0,1.32,62.7,,
13348,M20251019_031858_MasLaRoca_S,2025,18,19,3,18,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,45.5,,
13349,M20251019_033752_MasLaRoca_S,2025,37,19,3,37,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,123.5,,
13350,M20251018_171715_MasLaRoca_S,2025,17,18,17,17,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,27.0,,
13351,M20251018_181621_MasLaRoca_S,2025,16,18,18,16,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,50.0,,
13352,M20251018_203304_MasLaRoca_S,2025,33,18,20,33,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,66.0,,
13353,M20251018_213707_MasLaRoca_S,2025,37,18,21,37,2.19,41.56,570.0,S,720.0,576.0,116.0,25.0,2.2,102.0,,
13354,M20251018_213943_MasLaRoca_S,2025,39,18,21,39,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,113.5,,
13355,M20251018_225901_MasLaRoca_S,2025,59,18,22,59,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,155.33333333333334,,
13356,M20251019_023458_MasLaRoca_S,2025,34,19,2,34,2.19,41.56,570.0,S,720.0,576.0,70.0,25.0,0.36,104.1,,
13357,M20251019_024212_MasLaRoca_S,2025,42,19,2,42,2.19,41.56,570.0,S,720.0,576.0,67.0,25.0,0.24,89.0,,
13358,M20251019_030453_MasLaRoca_S,2025,4,19,3,4,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,55.5,,2025-04-19 03:04:00
13359,M20251019_051108_MasLaRoca_S,2025,11,19,5,11,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,88.0,,2025-11-19 05:11:00
13360,M20251019_055712_MasLaRoca_S,2025,57,19,5,57,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,16.5,,
13361,M20251018_220551_MasLaRoca_S,2025,5,18,22,5,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,155.0,,2025-05-18 22:05:00
13362,M20251018_224651_MasLaRoca_S,2025,46,18,22,46,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,47.5,,
13363,M20251019_022343_MasLaRoca_S,2025,23,19,2,23,2.19,41.56,570.0,S,720.0,576.0,73.0,25.0,0.48,53.66666666666666,,
13364,M20251019_055606_MasLaRoca_S,2025,56,19,5,56,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,15.5,,
13365,M20251018_185342_MasLaRoca_S,2025,53,18,18,53,2.19,41.56,570.0,S,720.0,576.0,72.0,25.0,0.44,52.75,,
13366,M20251018_190724_MasLaRoca_S,2025,7,18,19,7,2.19,41.56,570.0,S,720.0,576.0,102.0,25.0,1.64,74.8,,2025-07-18 19:07:00
13367,M20251018_194002_MasLaRoca_S,2025,40,18,19,40,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,129.0,,
13368,M20251018_214534_MasLaRoca_S,2025,45,18,21,45,2.19,41.56,570.0,S,720.0,576.0,119.0,25.0,2.32,118.6923076923077,,
13369,M20251019_022021_MasLaRoca_S,2025,20,19,2,20,2.19,41.56,570.0,S,720.0,576.0,72.0,25.0,0.44,75.58333333333333,,
13370,M20251019_033728_MasLaRoca_S,2025,37,19,3,37,2.19,41.56,570.0,S,720.0,576.0,82.0,25.0,0.84,56.80952380952381,,
13371,M20251018_171615_MasLaRoca_S,2025,16,18,17,16,2.19,41.56,570.0,S,720.0,576.0,61.0,25.0,0.04,40.0,,
13372,M20251018_183023_MasLaRoca_S,2025,30,18,18,30,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,46.2,,
13373,M20251018_184220_MasLaRoca_S,2025,42,18,18,42,2.19,41.56,570.0,S,720.0,576.0,220.0,25.0,5.76,104.55555555555556,,
13374,M20251019_031636_MasLaRoca_S,2025,16,19,3,16,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,69.66666666666667,,
13375,M20251019_032240_MasLaRoca_S,2025,22,19,3,22,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,175.0,,
13376,M20251019_055207_MasLaRoca_S,2025,52,19,5,52,2.19,41.56,570.0,S,720.0,576.0,66.0,25.0,0.2,23.444444444444443,,
13377,M20251018_224642_MasLaRoca_S,2025,46,18,22,46,2.19,41.56,570.0,S,720.0,576.0,134.0,25.0,2.92,51.5,,
13378,M20251019_020749_MasLaRoca_S,2025,7,19,2,7,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,87.0,,2025-07-19 02:07:00
13379,M20251019_031937_MasLaRoca_S,2025,19,19,3,19,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,56.25,,
13380,M20251019_051122_MasLaRoca_S,2025,11,19,5,11,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,90.0,,2025-11-19 05:11:00
13381,M20251019_051906_MasLaRoca_S,2025,19,19,5,19,2.19,41.56,570.0,S,720.0,576.0,63.0,25.0,0.08,73.66666666666667,,
13382,M20251019_055243_MasLaRoca_S,2025,52,19,5,52,2.19,41.56,570.0,S,720.0,576.0,64.0,25.0,0.12,19.5,,
13383,M20251022_034858_MasLaRoca_S,2025,48,22,3,48,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,37.0,,
13384,M20251022_044718_MasLaRoca_S,2025,47,22,4,47,2.19,41.56,570.0,S,720.0,576.0,95.0,25.0,1.36,46.75,,
13385,M20251021_231218_MasLaRoca_S,2025,12,21,23,12,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,60.0,,2025-12-21 23:12:00
13386,M20251022_010008_MasLaRoca_S,2025,0,22,1,0,2.19,41.56,570.0,S,720.0,576.0,65.0,25.0,0.16,53.4,,
13387,M20251022_031901_MasLaRoca_S,2025,19,22,3,19,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,162.0,,
13388,M20251022_033749_MasLaRoca_S,2025,37,22,3,37,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,129.0,,
13389,M20251022_040210_MasLaRoca_S,2025,2,22,4,2,2.19,41.56,570.0,S,720.0,576.0,67.0,25.0,0.24,73.14285714285714,,2025-02-22 04:02:00
13390,M20251021_183536_MasLaRoca_S,2025,35,21,18,35,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,104.5,,
13391,M20251022_042251_MasLaRoca_S,2025,22,22,4,22,2.19,41.56,570.0,S,720.0,576.0,73.0,25.0,0.48,178.25,,
13392,M20251022_044538_MasLaRoca_S,2025,45,22,4,45,2.19,41.56,570.0,S,720.0,576.0,68.0,25.0,0.28,127.5,,
13393,M20251021_205331_MasLaRoca_S,2025,53,21,20,53,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,133.5,,
13394,M20251022_010256_MasLaRoca_S,2025,2,22,1,2,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,145.66666666666666,,2025-02-22 01:02:00
13395,M20251022_031855_MasLaRoca_S,2025,18,22,3,18,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,42.5,,
13396,M20251022_033206_MasLaRoca_S,2025,32,22,3,32,2.19,41.56,570.0,S,720.0,576.0,69.0,25.0,0.32,102.0,,
13397,M20251022_034332_MasLaRoca_S,2025,43,22,3,43,2.19,41.56,570.0,S,720.0,576.0,66.0,25.0,0.2,103.5,,
13398,M20251022_035645_MasLaRoca_S,2025,56,22,3,56,2.19,41.56,570.0,S,720.0,576.0,62.0,25.0,0.04,40.5,,
13399,M20251021_183002_MasLaRoca_S,2025,30,21,18,30,2.19,41.56,570.0,S,720.0,576.0,117.0,25.0,2.24,58.8,,
